202652,R. Sterling,23,195,152,77,77,88,87,73,57,30,
201942,Roberto Firmino,26,195,168,72,87,87,86,81,81,58,
201535,R. Varane,25,210,179,36,40,57,83,52,79,82,
199556,M. Verratti,25,135,132,72,60,90,85,56,64,84,
191043,Alex Sandro,27,160,176,84,55,80,84,80,79,82,
190483,Douglas Costa,27,175,154,84,67,92,84,86,61,48,
189596,T. Müller,28,135,165,79,87,75,91,78,81,58,
189509,Thiago,27,130,154,72,69,90,84,75,75,78,
188350,M. Reus,29,100,157,79,87,87,87,88,70,50,
184432,Azpilicueta,28,175,168,81,46,69,88,68,76,89,
184344,L. Bonucci,31,160,187,44,48,69,84,74,85,90,
184087,T. Alderweireld,29,150,179,64,45,62,86,78,84,87,
180206,M. Pjanić,28,180,159,80,60,86,84,78,61,78,
177509,M. Benatia,31,160,207,45,47,64,82,66,85,86,
176635,M. Özil,29,190,168,83,73,84,84,70,48,24,
135507,Fernandinho,33,185,148,68,69,77,86,83,76,88,
41,Iniesta,34,21,150,77,70,90,86,65,47,66,
232363,M. Škriniar,23,82,176,40,42,59,81,50,78,86,
223848,S. Milinković-Savić,23,73,168,64,80,86,80,83,85,78,
220834,Marco Asensio,22,215,168,82,82,86,82,86,58,45,
216594,N. Fekir,24,92,165,83,82,90,80,84,69,28,
212831,Alisson,25,115,201,17,13,27,84,21,52,11,
212622,J. Kimmich,23,92,154,90,66,80,85,75,79,79,
208421,Saúl,23,77,170,69,78,83,82,78,79,78,
204485,R. Mahrez,27,205,148,81,80,91,77,79,61,39,
197445,D. Alaba,26,110,168,81,63,79,84,83,82,84,
193747,Koke,26,88,163,86,72,82,85,84,61,66,
193301,A. Lacazette,27,180,161,64,88,85,85,83,76,42,
192774,K. Manolas,27,96,183,27,10,54,85,40,86,86,
192366,N. Otamendi,30,170,179,52,54,51,79,69,92,84,
189513,Parejo,29,66,163,84,79,78,78,78,51,81,
187961,Paulinho,29,235,157,64,81,82,84,83,90,81,
186153,W. Szczęsny,28,125,198,12,12,11,82,15,71,15,
184941,A. Sánchez,29,215,163,77,80,87,83,84,87,46,
184267,Y. Brahimi,28,28,146,79,76,93,84,69,72,38,
183907,J. Boateng,29,115,198,69,34,64,82,78,74,81,
181872,A. Vidal,31,205,165,76,75,76,84,86,85,84,
181458,I. Perišić,29,110,176,83,79,84,81,84,84,69,
180930,E. Džeko,32,115,185,63,89,76,83,86,66,50,
179846,S. Khedira,31,160,198,72,72,81,87,82,68,86,
179844,Diego Costa,29,100,190,65,87,77,85,83,64,40,
178518,R. Nainggolan,30,105,170,73,75,80,87,84,76,86,
171919,Naldo,35,38,201,45,57,60,85,92,45,83,
170890,B. Matuidi,31,145,165,75,64,78,84,78,84,86,
168609,Miranda,33,96,172,48,43,67,81,70,82,85,
165153,K. Benzema,30,240,179,75,81,83,83,81,73,22,
164169,Filipe Luís,32,81,163,86,59,77,85,71,71,84,
139720,V. Kompany,32,170,187,61,45,63,87,75,72,82,
120533,Pepe,35,57,179,46,46,58,83,63,76,85,
41236,Z. Ibrahimović,36,15,209,73,86,79,82,90,68,20,
220793,D. Sánchez,22,105,174,36,40,63,80,66,73,82,
216460,J. Giménez,23,63,176,47,37,47,76,72,92,85,
212462,Alex Telles,25,22,157,89,65,82,83,80,81,80,
212218,A. Laporte,24,135,187,58,45,59,83,68,75,85,
212198,Bruno Fernandes,23,22,152,84,73,83,84,87,72,70,
212190,N. Süle,22,84,214,30,20,42,79,77,38,82,
211300,A. Martial,22,165,168,76,84,87,81,84,74,42,
211117,D. Alli,22,115,176,69,83,83,85,78,67,74,
209499,Fabinho,24,120,172,79,66,76,83,78,75,84,
207865,Marquinhos,24,90,165,72,33,59,81,53,86,84,
207566,William Carvalho,26,38,183,68,52,80,75,59,69,84,
205498,Jorginho,26,155,148,75,57,82,83,71,58,78,
204970,F. Thauvin,25,72,154,83,81,85,83,83,76,42,
204963,Carvajal,26,185,161,83,41,76,82,64,76,83,
202556,M. Depay,24,93,172,79,79,85,79,87,74,28,
200104,H. Son,25,125,143,78,85,88,84,86,63,39,
199482,A. Lopes,27,72,179,19,18,15,84,20,82,25,
198176,S. de Vrij,26,88,172,49,25,63,80,65,76,87,
198009,M. Perin,25,105,170,11,11,19,79,23,75,19,
193082,J. Cuadrado,30,150,159,80,67,90,80,84,75,62,
192629,Iago Aspas,30,45,148,80,88,86,85,79,68,39,
192563,B. Leno,26,115,183,9,9,16,80,23,73,22,
191202,N. Matić,29,165,187,71,64,80,83,83,67,86,
190941,L. Hrádecký,28,74,187,11,11,10,83,14,69,18,
190584,Illarramendi,28,51,165,68,72,78,84,69,63,87,
188377,K. Walker,28,165,154,81,51,79,83,86,83,81,
186942,I. Gündoğan,27,175,176,74,73,85,85,77,61,77,
185020,José Callejón,31,105,161,82,78,82,82,78,73,40,
183898,A. Di María,30,125,152,83,72,86,80,83,72,38,
181783,M. Mandžukić,32,160,187,72,84,76,86,80,85,66,
180403,Willian,29,175,172,76,77,88,82,79,41,55,
178750,Sergio Asenjo,29,42,192,24,14,15,79,24,73,22,
178562,E. Banega,30,31,157,80,66,84,77,74,57,76,
177413,A. Witsel,29,77,179,69,71,78,84,78,76,80,
177388,D. Payet,31,75,170,87,78,86,75,80,48,37,
176769,Jonas,34,25,163,70,88,84,85,84,69,34,
172879,Sokratis,30,140,187,47,44,58,81,77,86,77,
167628,S. Ruffier,31,41,205,11,11,12,78,21,72,25,
167397,Falcao,32,115,159,55,86,75,85,79,91,41,
163587,K. Schmeichel,31,78,196,18,12,12,81,36,60,20,
157481,Raúl Albiol,32,88,181,38,27,59,82,65,77,86,
143076,A. Gómez,30,53,150,82,76,89,83,76,70,40,
137186,A. Barzagli,37,95,192,40,21,64,80,54,81,90,
20775,Quaresma,34,80,148,92,67,89,78,79,63,24,
9014,A. Robben,34,110,176,80,85,89,85,86,60,37,
231443,O. Dembélé,21,155,148,78,78,90,82,83,59,36,
230666,Gabriel Jesus,21,130,161,66,84,86,86,78,77,32,
230481,Ronaldo Cabrais,26,51,165,83,74,85,84,82,64,40,
230375,Josué Chiamulera,26,43,176,40,38,56,85,53,69,84,
230294,Louri Beretta,26,60,183,56,85,75,84,85,84,32,
225850,P. Kimpembe,22,82,176,62,31,58,79,55,77,83,
220971,N. Keïta,23,120,141,62,74,88,82,76,53,75,
219683,C. Tolisso,23,85,179,67,75,77,83,82,90,76,
213565,T. Lemar,22,64,137,83,75,85,80,79,71,66,
213345,K. Coman,22,85,157,81,76,88,81,77,75,23,
213331,J. Tah,22,67,214,35,20,55,82,44,72,80,
212523,Anderson Talisca,24,18,176,78,80,82,79,84,58,58,
212188,T. Werner,22,70,165,69,87,83,86,74,78,37,
210008,A. Rabiot,23,91,176,70,69,79,83,80,73,80,
209658,L. Goretzka,23,85,174,75,72,81,83,77,67,83,
208808,Q. Promes,26,28,159,79,86,84,82,82,82,33,
208670,H. Ziyech,25,28,143,84,68,83,82,80,38,62,
208618,Lucas Vázquez,27,205,154,86,73,82,85,82,68,44,
208418,Y. Carrasco,24,20,161,78,79,88,83,84,68,18,
208093,Gerard Moreno,26,53,170,61,83,78,82,81,72,40,
207863,Felipe,29,22,190,45,39,57,77,46,90,81,
207410,M. Kovačić,24,165,172,73,62,88,70,79,63,78,
206585,Kepa,23,84,187,25,11,10,79,25,71,21,
206545,Manu Trigueros,26,49,165,72,71,80,82,81,77,69,
206113,S. Gnabry,22,85,165,74,81,87,80,85,64,38,
204935,J. Pickford,24,78,170,17,19,14,83,31,72,24,
204639,S. Savić,27,67,174,35,34,47,82,43,87,84,
203574,J. Stones,24,125,154,62,29,69,82,46,75,81,
202651,Suso,24,115,154,84,70,88,78,78,50,20,
202166,J. Draxler,24,91,170,83,78,88,83,86,75,66,
201995,Felipe Anderson,25,110,154,79,71,90,74,83,38,69,
200949,Lucas Moura,25,115,154,75,78,88,76,79,77,50,
200888,Danilo Pereira,26,21,183,50,61,76,76,76,67,84,
200724,Nacho Fernández,28,180,168,70,32,55,79,54,81,81,
200316,T. Horn,25,25,198,19,13,20,80,22,64,22,
199914,Allan,27,87,163,70,72,82,86,70,70,86,
199845,F. Acerbi,30,64,194,25,37,65,81,75,68,85,
199564,Sergi Roberto,26,170,150,85,63,78,80,65,47,81,
198329,Rodrigo,27,57,170,72,78,82,80,83,78,31,
197965,Pizzi,28,22,159,79,76,80,81,75,67,70,
195365,K. Kampl,27,74,148,72,63,86,84,69,67,75,
194404,Neto,28,41,185,11,15,19,79,28,80,15,
193698,O. Baumann,28,42,181,14,11,19,81,21,73,21,
193474,I. Gueye,28,125,146,60,50,75,81,80,87,87,
192883,H. Mkhitaryan,29,145,165,77,74,84,79,85,69,64,
192638,Marcos Alonso,27,130,192,85,68,79,84,84,71,79,
192593,D. Subašić,33,70,185,11,10,11,78,24,75,20,
190547,K. Glik,30,86,176,29,27,51,78,57,81,83,
189712,K. Strootman,28,66,176,74,68,75,83,81,53,83,
189068,B. Dost,29,26,196,38,87,68,85,82,51,39,
188152,Oscar,26,29,146,74,76,78,81,80,64,45,
186627,M. Balotelli,27,55,194,68,85,81,68,89,74,30,
185221,Luiz Gustavo,30,63,172,63,48,68,83,80,76,83,
184942,Giuliano,28,64,150,77,79,84,81,78,61,42,
179944,David Luiz,31,130,190,68,55,66,75,79,78,85,
179783,R. Fährmann,29,38,216,14,11,15,83,24,72,23,
178088,Juan Mata,30,160,139,83,78,82,85,75,70,39,
178086,Adán,31,55,203,12,11,12,77,25,71,20,
178005,Rui Patrício,30,74,185,12,12,20,80,38,79,22,
177683,Y. Sommer,29,35,174,13,13,15,80,23,73,21,
177610,Javi Martínez,29,94,190,60,43,60,83,76,85,87,
177457,L. Bender,29,82,179,69,59,72,83,74,77,86,
176266,Lucas Leiva,31,64,172,63,62,77,82,77,82,87,
163705,S. Mandanda,33,51,181,14,13,15,80,24,74,23,
162895,Cesc Fàbregas,31,140,170,85,72,79,81,77,63,50,
162240,M. Dembélé,30,120,181,65,66,89,83,81,75,82,
156616,F. Ribéry,35,72,159,80,74,84,83,75,34,33,
104389,R. Jarstein,33,33,181,18,13,11,76,21,59,19,
53302,D. De Rossi,34,80,183,57,50,64,80,81,77,87,
24630,Pepe Reina,35,56,203,11,14,10,82,24,73,22,
236583,J. Pavlenka,26,30,179,11,16,12,78,21,36,13,
235243,M. de Ligt,18,11,196,57,53,65,77,79,80,79,
231866,Rodri,22,59,181,63,64,77,79,70,69,80,
230658,Arthur,21,125,161,70,72,82,81,76,83,75,
230621,G. Donnarumma,19,23,198,12,12,28,74,24,72,26,
230258,Rosberto Dourado,30,46,154,61,53,77,80,60,43,82,
230225,Juiano Mestres,34,39,181,40,56,60,78,74,91,82,
230168,Raphaelito Anjos,30,32,187,10,8,9,82,21,67,23,
227055,Gelson Martins,23,59,159,81,66,85,83,72,65,43,
224411,Gonçalo Guedes,21,36,150,76,75,86,80,81,65,50,
223959,L. Torreira,22,98,141,74,50,78,79,78,52,87,
222737,Malcom,21,140,163,79,75,85,80,85,58,26,
221087,Pau López,23,21,170,24,19,18,74,21,68,16,
220814,L. Hernández,22,53,168,78,42,65,80,62,83,81,
220440,C. Lenglet,23,135,179,36,23,60,79,58,79,82,
216354,A. Kramarić,27,54,161,75,86,87,81,82,69,21,
216267,A. Robertson,24,98,141,86,57,76,81,67,59,80,
216194,Dani García,28,33,176,55,51,66,72,74,65,82,
212404,F. Bernardeschi,24,110,170,82,70,86,80,82,49,66,
212194,J. Brandt,22,68,185,77,78,87,80,80,63,29,
211320,D. Rugani,23,95,185,40,33,64,78,58,81,86,
210617,Samu Castillejo,23,94,148,81,77,85,82,78,63,50,
210514,João Cancelo,24,95,163,85,58,84,82,80,73,77,
210413,A. Romagnoli,23,84,172,36,30,65,78,64,78,85,
209989,T. Partey,25,59,170,58,63,78,77,79,84,79,
209297,Fred,25,140,141,67,74,79,82,76,83,80,
208830,J. Vardy,31,96,163,64,85,76,88,85,76,49,
208596,A. Belotti,24,58,159,42,88,78,76,81,83,31,
208448,E. Forsberg,26,67,163,84,70,82,82,73,53,43,
207494,J. Lingard,25,140,137,74,78,83,83,80,63,53,
207471,F. Vázquez,29,27,181,73,74,86,78,76,44,54,
205678,E. Višća,28,40,139,80,80,82,80,79,69,49,
205452,A. Rüdiger,25,110,187,68,27,59,82,70,73,80,
203551,A. Florenzi,27,73,148,77,70,78,80,82,74,78,
203263,H. Maguire,25,77,220,44,43,70,79,68,74,78,
202371,T. Meunier,26,87,198,83,76,75,80,77,72,76,
201956,S. Sané,27,41,187,57,38,64,79,77,47,83,
201455,G. Kondogbia,25,46,176,65,69,78,84,86,83,84,
201400,Rafinha,25,165,157,72,73,87,79,79,73,70,
201305,Gabriel Paulista,27,44,174,67,42,60,80,61,83,82,
201153,Morata,25,135,187,73,80,83,79,80,84,24,
199987,J. Cillessen,29,135,183,17,10,12,78,35,71,25,
199451,W. Ben Yedder,27,28,150,74,84,84,83,79,81,44,
198951,C. Bakambu,27,33,161,74,84,80,81,84,79,39,
198950,Pablo Sarabia,26,26,154,86,78,86,77,76,40,50,
198717,W. Zaha,25,78,146,81,77,90,77,78,57,23,
198706,Luis Alberto,25,67,163,76,80,86,83,77,54,28,
198164,Jonathan Viera,28,31,141,75,78,84,81,70,88,73,
198141,Bartra,27,32,161,55,55,70,82,66,89,86,
197655,S. Coates,27,19,203,17,42,64,75,50,54,80,
195093,Willian José,26,44,205,54,84,79,81,84,72,35,
193525,Mário Fernandes,27,1,176,76,56,77,80,71,84,78,
193469,Víctor Ruiz,29,43,172,54,37,53,78,59,78,83,
193283,T. Delaney,26,61,174,67,72,73,81,78,91,85,
192984,K. Casteels,26,46,190,15,15,14,81,21,58,16,
192318,M. Götze,26,67,165,78,75,84,84,68,58,65,
192227,S. Mustafi,26,115,181,53,58,53,82,66,83,82,
191180,J. Pastore,29,84,172,77,73,87,78,78,49,69,
189505,Pedro,30,140,143,78,78,84,81,77,66,49,
189125,G. Bonaventura,28,115,165,82,70,83,82,84,69,72,
189117,R. Bürki,27,50,187,15,8,12,79,22,74,18,
188803,Taison,30,1,141,73,76,87,79,83,62,49,
187936,S. Nzonzi,29,77,165,59,64,72,81,79,75,84,
187754,Marlos,30,1,152,76,79,87,77,77,68,51,
186561,A. Ramsey,27,130,168,75,74,81,81,81,66,69,
186345,K. Trippier,27,99,159,91,48,75,81,75,73,79,
185103,A. Kolarov,32,73,183,91,55,79,84,91,80,81,
184484,G. Sigurðsson,28,125,181,86,77,80,78,83,68,55,
184431,S. Giovinco,31,15,134,72,80,86,80,80,34,26,
184200,M. Arnautović,29,120,183,80,78,84,78,84,67,44,
184144,N. Gaitán,30,22,146,80,71,84,82,72,81,40,
183711,J. Henderson,28,125,176,81,67,73,80,77,79,80,
183574,M. Kruse,30,45,168,81,83,82,85,81,65,41,
183498,M. Parolo,33,59,165,70,70,75,82,87,77,80,
183376,L. Fejsa,29,18,176,50,49,68,78,73,73,85,
183280,A. Rami,32,57,198,36,45,56,75,77,76,83,
181786,V. Ćorluka,32,1,185,68,44,65,77,64,81,77,
181291,G. Wijnaldum,27,130,152,67,70,84,82,76,80,76,
179847,F. Fazio,31,73,187,44,41,48,84,63,41,85,
178509,O. Giroud,31,140,203,64,83,70,83,85,84,42,
173521,Marcano,31,73,170,49,43,54,78,65,91,82,
171897,A. Guardado,31,35,148,73,60,80,82,74,74,73,
170481,E. Garay,31,44,198,62,58,60,76,80,76,83,
168530,Jardel,32,17,192,46,38,52,77,58,77,82,
168435,S. Sirigu,31,45,176,13,10,15,75,20,68,20,
168354,E. Viviano,32,15,198,12,17,18,74,21,66,10,
165229,L. Koscielny,32,115,165,52,32,62,76,54,78,84,
163489,A. Consigli,31,52,181,10,10,10,75,24,80,15,
158963,L. Biglia,32,98,139,74,50,80,80,77,62,82,
146530,Dani Alves,35,62,150,85,61,84,77,86,80,79,
113422,David Villa,36,12,152,71,86,83,83,81,67,29,
106231,Aduriz,37,29,172,54,83,76,85,82,90,23,
48940,P. Čech,36,60,198,19,12,12,77,21,50,23,
5479,Casillas,37,10,185,13,12,25,77,28,77,22,
231677,M. Rashford,20,110,154,75,78,83,79,87,68,42,
230271,Laure Santeiro,30,40,139,73,72,82,80,67,44,31,
229906,L. Bailey,20,54,174,77,75,86,80,79,86,21,
229237,M. Akanji,22,49,187,51,36,67,81,58,78,79,
228702,F. de Jong,21,19,154,75,52,86,83,68,76,78,
227928,Nélson Semedo,24,125,148,74,50,80,82,74,80,80,
226456,Pablo Fornals,22,36,148,74,77,81,76,75,59,74,
226271,Fabián,22,64,154,72,79,81,79,75,46,77,
225508,E. Bailly,24,105,170,51,33,60,74,55,85,81,
222509,Dani Ceballos,21,120,154,74,68,85,80,64,52,76,
221992,H. Lozano,22,22,154,75,77,84,77,76,75,45,
216475,Morales,30,33,154,79,80,87,75,76,62,59,
216451,J. Seri,26,73,161,72,69,78,75,78,69,74,
216409,M. Politano,24,57,148,79,74,84,79,78,50,38,
216352,M. Brozović,25,64,150,72,69,81,77,80,68,81,
216201,Williams,24,31,174,78,77,82,78,85,86,21,
214997,A. Correa,23,54,150,74,82,87,82,80,50,48,
213661,A. Christensen,22,91,179,49,36,68,80,31,72,82,
212814,João Mário,25,71,161,77,64,83,73,76,64,72,
212151,T. Strakosha,23,36,172,18,18,14,74,18,49,24,
210864,E. Hysaj,24,58,154,78,47,75,79,68,69,80,
210406,P. Zieliński,24,64,165,77,65,84,76,76,54,75,
210243,Ricardo Pereira,24,64,154,81,61,83,81,67,74,79,
210035,Grimaldo,22,14,152,83,50,83,79,78,64,80,
209889,R. Guerreiro,24,54,157,85,75,83,83,79,63,84,
208135,A. Doucouré,25,60,168,68,73,78,74,84,72,82,
207877,J. Martínez,25,14,152,53,84,75,79,79,86,20,
207664,C. Bacca,31,45,170,60,84,80,80,80,74,34,
206467,A. Plea,25,40,174,78,82,78,81,83,75,39,
205923,B. Davies,25,87,168,83,58,76,78,65,73,79,
205362,M. Nastasić,25,36,183,46,30,43,80,44,81,78,
205175,A. Milik,24,71,172,58,88,74,75,85,62,36,
204923,M. Sabitzer,24,54,170,70,79,79,85,86,75,55,
204884,B. Mendy,23,105,187,87,33,80,80,79,71,79,
204024,C. Kramer,27,35,168,61,45,71,85,53,51,81,
203890,S. Vrsaljko,26,57,168,82,44,74,77,75,85,79,
203486,T. Hazard,25,40,152,77,69,85,81,78,63,41,
202857,K. Bellarabi,28,76,179,76,72,87,81,85,75,38,
202685,S. Zaza,27,48,185,52,80,77,78,85,89,40,
201454,F. Ghoulam,27,68,176,85,54,79,79,80,73,76,
200726,B. Lecomte,27,27,172,13,11,11,78,18,62,24,
200647,J. Iličić,30,41,174,78,78,83,80,87,33,46,
200610,K. Volland,25,76,187,78,81,79,82,85,78,45,
200454,Paco Alcácer,24,59,159,53,85,78,84,80,75,26,
199715,Vitolo,28,65,174,78,77,84,80,77,70,25,
199503,G. Xhaka,25,115,181,71,49,70,77,88,32,71,
199434,D. Tadić,29,26,168,83,74,85,78,69,64,31,
199042,C. Aránguiz,29,76,154,78,64,75,76,80,61,74,
196889,S. Verdi,25,77,134,82,67,84,78,81,51,36,
195086,D. Lovren,28,115,185,59,33,63,75,63,81,81,
193532,G. Medel,30,56,143,50,31,63,80,65,89,84,
193348,X. Shaqiri,26,130,159,78,71,86,80,87,52,55,
193165,J. Corona,25,18,137,73,76,91,82,66,72,45,
193105,A. Areola,25,61,207,20,19,12,77,25,59,23,
192641,K. Vogt,26,42,187,60,50,67,78,78,54,82,
191740,Ander Herrera,28,140,154,74,71,77,82,75,61,86,
190972,E. Salvio,27,19,170,78,77,85,80,80,87,60,
190813,S. El Shaarawy,25,77,159,74,78,84,72,74,60,36,
189881,C. Smalling,28,130,179,52,54,59,75,42,76,81,
189362,Hulk,31,25,187,76,81,82,82,94,69,48,
189358,S. Kagawa,29,65,150,65,76,86,81,54,65,59,
188988,M. Lanzini,25,90,130,74,70,87,73,75,75,27,
187491,F. Smolov,28,1,176,56,84,77,74,80,67,32,
187072,L. Stindl,29,43,176,76,79,78,84,81,73,60,
185239,O. Toprak,28,59,183,49,28,63,81,62,80,78,
183900,D. Perotti,29,84,154,79,66,88,80,73,64,36,
182494,F. Muslera,32,52,163,15,10,25,76,25,84,23,
179784,B. Höwedes,30,1,170,58,51,59,81,57,78,81,
179645,S. Kjær,29,23,185,54,55,46,73,78,70,79,
177458,S. Bender,29,69,176,43,39,58,78,73,73,82,
177326,M. Valbuena,33,86,139,82,74,83,77,75,60,34,
175379,Pedro León,31,32,161,91,76,84,76,84,39,43,
173909,K. Boateng,31,65,190,75,78,79,79,84,76,71,
173771,L. Piszczek,33,57,174,82,65,72,81,78,77,83,
173221,A. Candreva,31,74,154,83,73,82,78,87,35,67,
172522,D. Wass,29,46,163,78,74,80,80,86,59,75,
170368,E. Lamela,26,105,176,78,74,86,78,81,63,45,
169595,D. Rose,27,92,168,82,57,80,82,68,75,81,
169416,C. Vela,29,15,170,79,81,83,78,74,68,37,
169195,Renato Augusto,30,28,190,75,65,82,81,81,49,72,
167905,A. Valencia,32,120,183,79,60,80,82,85,69,82,
164835,L. Fabiański,33,70,183,14,13,14,71,14,68,16,
162347,João Moutinho,31,85,134,77,74,79,75,76,77,72,
161956,Borja Valero,33,74,161,78,67,85,81,72,67,70,
159261,F. Quagliarella,35,39,174,66,84,76,81,87,69,26,
159145,B. Gomis,32,56,170,61,84,78,78,84,74,38,
157960,Manuel Fernandes,32,1,165,79,70,86,76,81,74,68,
156519,H. Herrera,28,20,159,63,68,76,78,81,66,81,
144622,Raffael,33,41,152,78,78,87,82,77,70,45,
139068,Nani,31,19,150,80,70,87,77,85,37,31,
138412,J. Milner,32,120,154,86,62,76,84,82,62,79,
112316,J. Mathieu,34,18,185,79,52,65,74,80,65,82,
45186,Joaquín,36,24,165,86,80,85,80,74,33,35,
239207,M. Gómez,21,25,185,56,85,76,77,79,73,21,
235790,K. Havertz,19,32,183,69,72,81,78,66,69,32,
235569,T. Ndombele,21,51,168,67,59,86,79,80,63,73,
234906,H. Aouar,20,51,154,68,72,84,78,61,61,66,
234153,Carlos Soler,21,31,168,80,74,79,80,77,59,68,
234035,Odriozola,22,115,146,81,45,69,77,58,71,75,
230977,M. Almirón,24,11,139,71,74,81,79,78,46,50,
230347,Welington Dano,30,34,152,82,51,77,80,55,71,77,
230234,Everton Andrão,34,34,165,75,58,75,78,72,67,79,
230142,Oyarzabal,21,29,172,81,78,84,81,73,58,29,
228229,F. Balbuena,26,80,187,33,31,47,77,71,73,80,
227536,M. Marega,27,19,183,59,80,62,76,86,74,26,
226851,B. Pavard,22,33,168,66,37,66,77,60,86,84,
226790,W. Ndidi,21,50,163,50,50,74,79,82,90,84,
226753,A. Onana,22,14,205,15,12,26,78,21,80,15,
226226,G. Lo Celso,22,72,154,75,73,81,77,79,64,65,
224334,M. Acuña,26,16,152,87,65,85,76,83,69,76,
224293,Rúben Neves,21,59,176,75,61,73,77,83,68,75,
221639,Mariano,24,140,168,50,81,75,82,85,92,45,
221540,Raúl,28,19,179,56,50,56,77,67,85,81,
220477,M. Caldara,24,73,176,34,36,62,77,38,76,82,
219985,M. Vecino,26,63,179,71,61,84,83,78,67,76,
219809,T. Bakayoko,23,85,187,55,37,76,74,72,76,80,
218339,M. Dahoud,22,50,150,67,60,85,79,83,76,76,
216547,Rafa,25,17,146,77,66,86,80,75,58,43,
215785,K. Baldé,23,65,176,75,78,83,76,78,67,31,
215316,G. Rulli,26,26,185,12,15,14,76,24,65,21,
214584,F. Armani,31,22,194,18,11,19,79,25,65,21,
212692,Rony Lopes,22,65,150,78,79,82,78,76,51,29,
212623,Santi Mina,22,40,170,73,82,81,80,78,74,52,
211748,K. Demirbay,24,37,159,72,72,82,81,75,72,57,
211688,Gayà,23,33,146,82,61,77,82,62,54,74,
211575,André Gomes,24,130,185,61,65,80,77,80,58,74,
211256,N. Tagliafico,25,20,143,75,57,74,75,66,90,77,
210896,M. Sanson,23,47,161,78,74,77,80,79,75,77,
209960,Pacheco,26,23,179,12,16,13,77,21,72,26,
